"Denominator";"Numerator";"Rate";"FirstServiceEncounter";"LastServiceEncounter";"MissingMeasureReasonCode";"CountyOidExtension";"CountyName";"MeasurePeriodStart";"MeasurePeriodEnd"
;;;2010-01-08;2010-01-15;"MSK";"08";"Kalmar län";2010-01-01;2010-01-31
;;;2010-01-18;2010-01-18;"MSK";"09";"Gotland";2010-01-01;2010-01-31
;;;2010-01-04;2010-01-26;"MSK";"12";"Skåne";2010-01-01;2010-01-31
;;;2010-01-14;2010-01-28;"MSK";"13";"Halland";2010-01-01;2010-01-31
16;15;0,9375;2010-01-07;2010-01-28;;"14";"Västra Götaland";2010-01-01;2010-01-31
;;;2010-01-15;2010-01-25;"MSK";"17";"Värmland";2010-01-01;2010-01-31
;;;2010-01-08;2010-01-22;"MSK";"18";"Örebro län";2010-01-01;2010-01-31
;;;2010-01-18;2010-01-18;"MSK";"19";"Västmanland";2010-01-01;2010-01-31
;;;2010-01-13;2010-01-26;"MSK";"22";"Västernorrland";2010-01-01;2010-01-31
;;;2010-01-20;2010-01-27;"MSK";"25";"Norrbotten";2010-01-01;2010-01-31
19;19;1;2010-02-01;2010-02-24;;"01";"Stockholms län";2010-02-01;
;;;2010-02-02;2010-02-23;"MSK";"03";"Uppsala län";2010-02-01;
;;;2010-02-05;2010-02-19;"MSK";"04";"Sörmland";2010-02-01;
;;;2010-02-05;2010-02-19;"MSK";"05";"Östergötland";2010-02-01;
;;;2010-02-09;2010-02-09;"MSK";"07";"Kronoberg";2010-02-01;
;;;2010-02-02;2010-02-05;"MSK";"08";"Kalmar län";2010-02-01;
14;14;1;2010-02-02;2010-02-23;;"12";"Skåne";2010-02-01;
;;;2010-02-02;2010-02-28;"MSK";"13";"Halland";2010-02-01;
20;16;0,8;2010-02-01;2010-02-25;;"14";"Västra Götaland";2010-02-01;
;;;2010-02-05;2010-02-26;"MSK";"17";"Värmland";2010-02-01;
;;;2010-02-05;2010-02-26;"MSK";"18";"Örebro län";2010-02-01;
;;;2010-02-02;2010-02-10;"MSK";"19";"Västmanland";2010-02-01;
;;;2010-02-05;2010-02-26;"MSK";"20";"Dalarna";2010-02-01;
;;;2010-02-04;2010-02-16;"MSK";"21";"Gävleborg";2010-02-01;
;;;2010-02-10;2010-02-10;"MSK";"22";"Västernorrland";2010-02-01;
;;;2010-02-24;2010-02-24;"MSK";"23";"Jämtland";2010-02-01;
;;;2010-02-16;2010-02-24;"MSK";"24";"Västerbotten";2010-02-01;
;;;2010-02-09;2010-02-24;"MSK";"25";"Norrbotten";2010-02-01;
27;26;0,962962962962963;2010-03-01;2010-03-31;;"01";"Stockholms län";2010-03-01;2010-03-31
;;;2010-03-02;2010-03-23;"MSK";"03";"Uppsala län";2010-03-01;2010-03-31
;;;2010-03-19;2010-03-31;"MSK";"04";"Sörmland";2010-03-01;2010-03-31
;;;2010-03-05;2010-03-26;"MSK";"05";"Östergötland";2010-03-01;2010-03-31
;;;2010-03-04;2010-03-19;"MSK";"06";"Jönköpings län";2010-03-01;2010-03-31
;;;2010-03-23;2010-03-23;"MSK";"07";"Kronoberg";2010-03-01;2010-03-31
;;;2010-03-02;2010-03-26;"MSK";"08";"Kalmar län";2010-03-01;2010-03-31
;;;2010-03-01;2010-03-01;"MSK";"09";"Gotland";2010-03-01;2010-03-31
18;13;0,722222222222222;2010-03-02;2010-03-30;;"12";"Skåne";2010-03-01;2010-03-31
;;;2010-03-10;2010-03-19;"MSK";"13";"Halland";2010-03-01;2010-03-31
12;12;1;2010-03-04;2010-03-25;;"14";"Västra Götaland";2010-03-01;2010-03-31
;;;2010-03-05;2010-03-05;"MSK";"17";"Värmland";2010-03-01;2010-03-31
;;;2010-03-05;2010-03-31;"MSK";"18";"Örebro län";2010-03-01;2010-03-31
;;;2010-03-01;2010-03-30;"MSK";"19";"Västmanland";2010-03-01;2010-03-31
;;;2010-03-12;2010-03-12;"MSK";"20";"Dalarna";2010-03-01;2010-03-31
;;;2010-03-02;2010-03-30;"MSK";"21";"Gävleborg";2010-03-01;2010-03-31
;;;2010-03-10;2010-03-31;"MSK";"22";"Västernorrland";2010-03-01;2010-03-31
;;;2010-03-01;2010-03-31;"MSK";"23";"Jämtland";2010-03-01;2010-03-31
;;;2010-03-10;2010-03-10;"MSK";"24";"Västerbotten";2010-03-01;2010-03-31
;;;2010-03-03;2010-03-24;"MSK";"25";"Norrbotten";2010-03-01;2010-03-31
20;19;0,95;2010-04-07;2010-04-28;;"01";"Stockholms län";2010-04-01;2010-04-30
;;;2010-04-06;2010-04-27;"MSK";"03";"Uppsala län";2010-04-01;2010-04-30
;;;2010-04-23;2010-04-30;"MSK";"04";"Sörmland";2010-04-01;2010-04-30
;;;2010-04-08;2010-04-30;"MSK";"05";"Östergötland";2010-04-01;2010-04-30
;;;2010-04-08;2010-04-16;"MSK";"06";"Jönköpings län";2010-04-01;2010-04-30
;;;2010-04-06;2010-04-06;"MSK";"07";"Kronoberg";2010-04-01;2010-04-30
;;;2010-04-28;2010-04-28;"MSK";"08";"Kalmar län";2010-04-01;2010-04-30
11;11;1;2010-04-06;2010-04-27;;"12";"Skåne";2010-04-01;2010-04-30
;;;2010-04-01;2010-04-28;"MSK";"13";"Halland";2010-04-01;2010-04-30
25;24;0,96;2010-04-01;2010-04-29;;"14";"Västra Götaland";2010-04-01;2010-04-30
;;;2010-04-09;2010-04-16;"MSK";"17";"Värmland";2010-04-01;2010-04-30
;;;2010-04-16;2010-04-16;"MSK";"18";"Örebro län";2010-04-01;2010-04-30
;;;2010-04-06;2010-04-09;"MSK";"19";"Västmanland";2010-04-01;2010-04-30
;;;2010-04-15;2010-04-30;"MSK";"21";"Gävleborg";2010-04-01;2010-04-30
;;;2010-04-21;2010-04-28;"MSK";"22";"Västernorrland";2010-04-01;2010-04-30
;;;2010-04-21;2010-04-21;"MSK";"23";"Jämtland";2010-04-01;2010-04-30
;;;2010-04-21;2010-04-21;"MSK";"25";"Norrbotten";2010-04-01;2010-04-30
27;26;0,962962962962963;2010-05-03;2010-05-31;;"01";"Stockholms län";2010-05-01;2010-05-31
;;;2010-05-04;2010-05-25;"MSK";"03";"Uppsala län";2010-05-01;2010-05-31
;;;2010-05-12;2010-05-28;"MSK";"04";"Sörmland";2010-05-01;2010-05-31
;;;2010-05-14;2010-05-28;"MSK";"05";"Östergötland";2010-05-01;2010-05-31
;;;2010-05-06;2010-05-28;"MSK";"06";"Jönköpings län";2010-05-01;2010-05-31
;;;2010-05-14;2010-05-14;"MSK";"08";"Kalmar län";2010-05-01;2010-05-31
;;;2010-05-24;2010-05-24;"MSK";"09";"Gotland";2010-05-01;2010-05-31
;;;2010-05-18;2010-05-18;"MSK";"10";"Blekinge";2010-05-01;2010-05-31
20;16;0,8;2010-05-03;2010-05-31;;"12";"Skåne";2010-05-01;2010-05-31
;;;2010-05-04;2010-05-25;"MSK";"13";"Halland";2010-05-01;2010-05-31
18;16;0,888888888888889;2010-05-07;2010-05-27;;"14";"Västra Götaland";2010-05-01;2010-05-31
;;;2010-05-11;2010-05-19;"MSK";"17";"Värmland";2010-05-01;2010-05-31
;;;2010-05-26;2010-05-28;"MSK";"18";"Örebro län";2010-05-01;2010-05-31
;;;2010-05-26;2010-05-26;"MSK";"19";"Västmanland";2010-05-01;2010-05-31
;;;2010-05-19;2010-05-19;"MSK";"20";"Dalarna";2010-05-01;2010-05-31
;;;2010-05-04;2010-05-18;"MSK";"21";"Gävleborg";2010-05-01;2010-05-31
;;;2010-05-04;2010-05-26;"MSK";"22";"Västernorrland";2010-05-01;2010-05-31
;;;2010-05-26;2010-05-26;"MSK";"23";"Jämtland";2010-05-01;2010-05-31
;;;2010-05-05;2010-05-20;"MSK";"24";"Västerbotten";2010-05-01;2010-05-31
;;;2010-05-12;2010-05-18;"MSK";"25";"Norrbotten";2010-05-01;2010-05-31
27;27;1;2010-06-02;2010-06-30;;"01";"Stockholms län";2010-06-01;2010-06-30
;;;2010-06-01;2010-06-26;"MSK";"03";"Uppsala län";2010-06-01;2010-06-30
;;;2010-06-04;2010-06-18;"MSK";"04";"Sörmland";2010-06-01;2010-06-30
;;;2010-06-01;2010-06-18;"MSK";"05";"Östergötland";2010-06-01;2010-06-30
;;;2010-06-24;2010-06-24;"MSK";"06";"Jönköpings län";2010-06-01;2010-06-30
;;;2010-06-08;2010-06-22;"MSK";"07";"Kronoberg";2010-06-01;2010-06-30
;;;2010-06-04;2010-06-18;"MSK";"08";"Kalmar län";2010-06-01;2010-06-30
;;;2010-06-01;2010-06-01;"MSK";"09";"Gotland";2010-06-01;2010-06-30
;;;2010-06-01;2010-06-10;"MSK";"10";"Blekinge";2010-06-01;2010-06-30
19;15;0,789473684210526;2010-06-01;2010-06-30;;"12";"Skåne";2010-06-01;2010-06-30
;;;2010-06-03;2010-06-29;"MSK";"13";"Halland";2010-06-01;2010-06-30
22;17;0,772727272727273;2010-06-03;2010-06-28;;"14";"Västra Götaland";2010-06-01;2010-06-30
;;;2010-06-04;2010-06-11;"MSK";"17";"Värmland";2010-06-01;2010-06-30
;;;2010-06-11;2010-06-18;"MSK";"18";"Örebro län";2010-06-01;2010-06-30
;;;2010-06-15;2010-06-15;"MSK";"19";"Västmanland";2010-06-01;2010-06-30
;;;2010-06-04;2010-06-18;"MSK";"20";"Dalarna";2010-06-01;2010-06-30
;;;2010-06-01;2010-06-18;"MSK";"21";"Gävleborg";2010-06-01;2010-06-30
;;;2010-06-16;2010-06-23;"MSK";"22";"Västernorrland";2010-06-01;2010-06-30
;;;2010-06-30;2010-06-30;"MSK";"23";"Jämtland";2010-06-01;2010-06-30
;;;2010-06-02;2010-06-09;"MSK";"24";"Västerbotten";2010-06-01;2010-06-30
;;;2010-06-02;2010-06-30;"MSK";"25";"Norrbotten";2010-06-01;2010-06-30
22;22;1;2010-07-12;2010-07-28;;"01";"Stockholms län";2010-07-01;2010-07-31
;;;2010-07-13;2010-07-27;"MSK";"03";"Uppsala län";2010-07-01;2010-07-31
;;;2010-07-09;2010-07-09;"MSK";"04";"Sörmland";2010-07-01;2010-07-31
;;;2010-07-02;2010-07-30;"MSK";"05";"Östergötland";2010-07-01;2010-07-31
;;;2010-07-06;2010-07-27;"MSK";"07";"Kronoberg";2010-07-01;2010-07-31
;;;2010-07-01;2010-07-30;"MSK";"08";"Kalmar län";2010-07-01;2010-07-31
16;16;1;2010-07-06;2010-07-27;;"12";"Skåne";2010-07-01;2010-07-31
;;;2010-07-01;2010-07-22;"MSK";"13";"Halland";2010-07-01;2010-07-31
23;22;0,956521739130435;2010-07-01;2010-07-29;;"14";"Västra Götaland";2010-07-01;2010-07-31
;;;2010-07-02;2010-07-30;"MSK";"17";"Värmland";2010-07-01;2010-07-31
;;;2010-07-06;2010-07-16;"MSK";"18";"Örebro län";2010-07-01;2010-07-31
;;;2010-07-13;2010-07-23;"MSK";"19";"Västmanland";2010-07-01;2010-07-31
;;;2010-07-02;2010-07-16;"MSK";"20";"Dalarna";2010-07-01;2010-07-31
;;;2010-07-01;2010-07-30;"MSK";"21";"Gävleborg";2010-07-01;2010-07-31
;;;2010-07-14;2010-07-28;"MSK";"22";"Västernorrland";2010-07-01;2010-07-31
;;;2010-07-07;2010-07-07;"MSK";"23";"Jämtland";2010-07-01;2010-07-31
;;;2010-07-07;2010-07-21;"MSK";"24";"Västerbotten";2010-07-01;2010-07-31
;;;2010-07-17;2010-07-21;"MSK";"25";"Norrbotten";2010-07-01;2010-07-31
23;21;0,91304347826087;2010-08-02;2010-08-31;;"01";"Stockholms län";2010-08-01;2010-08-31
;;;2010-08-24;2010-08-24;"MSK";"03";"Uppsala län";2010-08-01;2010-08-31
;;;2010-08-26;2010-08-27;"MSK";"04";"Sörmland";2010-08-01;2010-08-31
;;;2010-08-13;2010-08-25;"MSK";"05";"Östergötland";2010-08-01;2010-08-31
;;;2010-08-06;2010-08-26;"MSK";"06";"Jönköpings län";2010-08-01;2010-08-31
;;;2010-08-03;2010-08-31;"MSK";"07";"Kronoberg";2010-08-01;2010-08-31
;;;2010-08-06;2010-08-20;"MSK";"08";"Kalmar län";2010-08-01;2010-08-31
;;;2010-08-30;2010-08-30;"MSK";"09";"Gotland";2010-08-01;2010-08-31
;;;2010-08-04;2010-08-04;"MSK";"10";"Blekinge";2010-08-01;2010-08-31
25;20;0,8;2010-08-03;2010-08-31;;"12";"Skåne";2010-08-01;2010-08-31
;;;2010-08-03;2010-08-04;"MSK";"13";"Halland";2010-08-01;2010-08-31
;;;2010-08-05;2010-08-26;"MSK";"14";"Västra Götaland";2010-08-01;2010-08-31
;;;2010-08-13;2010-08-13;"MSK";"17";"Värmland";2010-08-01;2010-08-31
;;;2010-08-13;2010-08-13;"MSK";"18";"Örebro län";2010-08-01;2010-08-31
;;;2010-08-11;2010-08-24;"MSK";"19";"Västmanland";2010-08-01;2010-08-31
;;;2010-08-20;2010-08-23;"MSK";"20";"Dalarna";2010-08-01;2010-08-31
;;;2010-08-05;2010-08-19;"MSK";"21";"Gävleborg";2010-08-01;2010-08-31
;;;2010-08-18;2010-08-18;"MSK";"22";"Västernorrland";2010-08-01;2010-08-31
;;;2010-08-23;2010-08-23;"MSK";"23";"Jämtland";2010-08-01;2010-08-31
;;;2010-08-05;2010-08-18;"MSK";"24";"Västerbotten";2010-08-01;2010-08-31
;;;2010-08-04;2010-08-04;"MSK";"25";"Norrbotten";2010-08-01;2010-08-31
17;17;1;2010-09-01;2010-09-29;;"01";"Stockholms län";2010-09-01;2010-09-30
;;;2010-09-21;2010-09-28;"MSK";"03";"Uppsala län";2010-09-01;2010-09-30
;;;2010-09-08;2010-09-24;"MSK";"04";"Sörmland";2010-09-01;2010-09-30
;;;2010-09-17;2010-09-17;"MSK";"05";"Östergötland";2010-09-01;2010-09-30
;;;2010-09-23;2010-09-23;"MSK";"06";"Jönköpings län";2010-09-01;2010-09-30
;;;2010-09-14;2010-09-21;"MSK";"07";"Kronoberg";2010-09-01;2010-09-30
;;;2010-09-02;2010-09-17;"MSK";"08";"Kalmar län";2010-09-01;2010-09-30
;;;2010-09-07;2010-09-07;"MSK";"09";"Gotland";2010-09-01;2010-09-30
;;;2010-09-20;2010-09-20;"MSK";"10";"Blekinge";2010-09-01;2010-09-30
19;18;0,947368421052632;2010-09-07;2010-09-28;;"12";"Skåne";2010-09-01;2010-09-30
;;;2010-09-01;2010-09-27;"MSK";"13";"Halland";2010-09-01;2010-09-30
17;17;1;2010-09-02;2010-09-30;;"14";"Västra Götaland";2010-09-01;2010-09-30
;;;2010-09-23;2010-09-23;"MSK";"18";"Örebro län";2010-09-01;2010-09-30
;;;2010-09-17;2010-09-28;"MSK";"20";"Dalarna";2010-09-01;2010-09-30
;;;2010-09-02;2010-09-21;"MSK";"21";"Gävleborg";2010-09-01;2010-09-30
;;;2010-09-02;2010-09-02;"MSK";"22";"Västernorrland";2010-09-01;2010-09-30
;;;2010-09-15;2010-09-15;"MSK";"23";"Jämtland";2010-09-01;2010-09-30
;;;2010-09-08;2010-09-29;"MSK";"24";"Västerbotten";2010-09-01;2010-09-30
18;18;1;2010-10-04;2010-10-27;;"01";"Stockholms län";2010-10-01;2010-10-31
;;;2010-10-19;2010-10-26;"MSK";"03";"Uppsala län";2010-10-01;2010-10-31
;;;2010-10-08;2010-10-29;"MSK";"04";"Sörmland";2010-10-01;2010-10-31
;;;2010-10-01;2010-10-21;"MSK";"05";"Östergötland";2010-10-01;2010-10-31
;;;2010-10-14;2010-10-28;"MSK";"06";"Jönköpings län";2010-10-01;2010-10-31
;;;2010-10-05;2010-10-26;"MSK";"07";"Kronoberg";2010-10-01;2010-10-31
;;;2010-10-28;2010-10-28;"MSK";"08";"Kalmar län";2010-10-01;2010-10-31
;;;2010-10-19;2010-10-19;"MSK";"10";"Blekinge";2010-10-01;2010-10-31
13;10;0,769230769230769;2010-10-04;2010-10-26;;"12";"Skåne";2010-10-01;2010-10-31
;;;2010-10-12;2010-10-28;"MSK";"13";"Halland";2010-10-01;2010-10-31
17;16;0,941176470588235;2010-10-07;2010-10-31;;"14";"Västra Götaland";2010-10-01;2010-10-31
;;;2010-10-29;2010-10-29;"MSK";"17";"Värmland";2010-10-01;2010-10-31
;;;2010-10-15;2010-10-15;"MSK";"18";"Örebro län";2010-10-01;2010-10-31
;;;2010-10-08;2010-10-26;"MSK";"19";"Västmanland";2010-10-01;2010-10-31
;;;2010-10-01;2010-10-29;"MSK";"20";"Dalarna";2010-10-01;2010-10-31
;;;2010-10-07;2010-10-22;"MSK";"21";"Gävleborg";2010-10-01;2010-10-31
;;;2010-10-11;2010-10-27;"MSK";"22";"Västernorrland";2010-10-01;2010-10-31
;;;2010-10-05;2010-10-05;"MSK";"23";"Jämtland";2010-10-01;2010-10-31
;;;2010-10-03;2010-10-29;"MSK";"24";"Västerbotten";2010-10-01;2010-10-31
;;;2010-10-06;2010-10-20;"MSK";"25";"Norrbotten";2010-10-01;2010-10-31
27;26;0,962962962962963;2010-11-01;2010-11-29;;"01";"Stockholms län";2010-11-01;
;;;2010-11-09;2010-11-09;"MSK";"03";"Uppsala län";2010-11-01;
;;;2010-11-11;2010-11-26;"MSK";"04";"Sörmland";2010-11-01;
;;;2010-11-04;2010-11-18;"MSK";"05";"Östergötland";2010-11-01;
;;;2010-11-04;2010-11-18;"MSK";"06";"Jönköpings län";2010-11-01;
;;;2010-11-02;2010-11-23;"MSK";"07";"Kronoberg";2010-11-01;
;;;2010-11-17;2010-11-25;"MSK";"08";"Kalmar län";2010-11-01;
;;;2010-11-23;2010-11-23;"MSK";"10";"Blekinge";2010-11-01;
20;16;0,8;2010-11-02;2010-11-30;;"12";"Skåne";2010-11-01;
;;;2010-11-11;2010-11-29;"MSK";"13";"Halland";2010-11-01;
22;21;0,954545454545455;2010-11-04;2010-11-25;;"14";"Västra Götaland";2010-11-01;
;;;2010-11-05;2010-11-19;"MSK";"17";"Värmland";2010-11-01;
;;;2010-11-05;2010-11-12;"MSK";"18";"Örebro län";2010-11-01;
;;;2010-11-02;2010-11-30;"MSK";"19";"Västmanland";2010-11-01;
;;;2010-11-12;2010-11-26;"MSK";"20";"Dalarna";2010-11-01;
;;;2010-11-18;2010-11-18;"MSK";"21";"Gävleborg";2010-11-01;
;;;2010-11-03;2010-11-03;"MSK";"22";"Västernorrland";2010-11-01;
;;;2010-11-17;2010-11-24;"MSK";"23";"Jämtland";2010-11-01;
35;32;0,914285714285714;2010-12-01;2010-12-29;;"01";"Stockholms län";2010-12-01;2010-12-31
;;;2010-12-14;2010-12-21;"MSK";"03";"Uppsala län";2010-12-01;2010-12-31
;;;2010-12-10;2010-12-22;"MSK";"04";"Sörmland";2010-12-01;2010-12-31
;;;2010-12-02;2010-12-30;"MSK";"05";"Östergötland";2010-12-01;2010-12-31
;;;2010-12-16;2010-12-23;"MSK";"06";"Jönköpings län";2010-12-01;2010-12-31
;;;2010-12-14;2010-12-21;"MSK";"07";"Kronoberg";2010-12-01;2010-12-31
;;;2010-12-16;2010-12-23;"MSK";"08";"Kalmar län";2010-12-01;2010-12-31
;;;2010-12-07;2010-12-22;"MSK";"10";"Blekinge";2010-12-01;2010-12-31
17;13;0,764705882352941;2010-12-01;2010-12-28;;"12";"Skåne";2010-12-01;2010-12-31
;;;2010-12-02;2010-12-16;"MSK";"13";"Halland";2010-12-01;2010-12-31
25;24;0,96;2010-12-02;2010-12-30;;"14";"Västra Götaland";2010-12-01;2010-12-31
;;;2010-12-03;2010-12-29;"MSK";"17";"Värmland";2010-12-01;2010-12-31
;;;2010-12-10;2010-12-17;"MSK";"18";"Örebro län";2010-12-01;2010-12-31
;;;2010-12-07;2010-12-29;"MSK";"19";"Västmanland";2010-12-01;2010-12-31
;;;2010-12-08;2010-12-08;"MSK";"20";"Dalarna";2010-12-01;2010-12-31
;;;2010-12-17;2010-12-17;"MSK";"21";"Gävleborg";2010-12-01;2010-12-31
;;;2010-12-08;2010-12-29;"MSK";"22";"Västernorrland";2010-12-01;2010-12-31
;;;2010-12-08;2010-12-08;"MSK";"23";"Jämtland";2010-12-01;2010-12-31
;;;2010-12-01;2010-12-22;"MSK";"24";"Västerbotten";2010-12-01;2010-12-31
;;;2010-12-08;2010-12-22;"MSK";"25";"Norrbotten";2010-12-01;2010-12-31
18;18;1;2011-01-03;2011-01-31;;"01";"Stockholms län";2011-01-01;2011-01-31
;;;2011-01-18;2011-01-25;"MSK";"03";"Uppsala län";2011-01-01;2011-01-31
;;;2011-01-14;2011-01-14;"MSK";"04";"Sörmland";2011-01-01;2011-01-31
;;;2011-01-13;2011-01-13;"MSK";"05";"Östergötland";2011-01-01;2011-01-31
;;;2011-01-20;2011-01-27;"MSK";"06";"Jönköpings län";2011-01-01;2011-01-31
;;;2011-01-05;2011-01-11;"MSK";"07";"Kronoberg";2011-01-01;2011-01-31
;;;2011-01-13;2011-01-27;"MSK";"08";"Kalmar län";2011-01-01;2011-01-31
;;;2011-01-18;2011-01-31;"MSK";"10";"Blekinge";2011-01-01;2011-01-31
18;18;1;2011-01-04;2011-01-25;;"12";"Skåne";2011-01-01;2011-01-31
;;;2011-01-04;2011-01-20;"MSK";"13";"Halland";2011-01-01;2011-01-31
13;13;1;2011-01-13;2011-01-27;;"14";"Västra Götaland";2011-01-01;2011-01-31
;;;2011-01-28;2011-01-28;"MSK";"17";"Värmland";2011-01-01;2011-01-31
;;;2011-01-14;2011-01-28;"MSK";"18";"Örebro län";2011-01-01;2011-01-31
;;;2011-01-25;2011-01-26;"MSK";"19";"Västmanland";2011-01-01;2011-01-31
;;;2011-01-05;2011-01-21;"MSK";"20";"Dalarna";2011-01-01;2011-01-31
;;;2011-01-05;2011-01-19;"MSK";"22";"Västernorrland";2011-01-01;2011-01-31
;;;2011-01-19;2011-01-19;"MSK";"24";"Västerbotten";2011-01-01;2011-01-31
;;;2011-01-19;2011-01-19;"MSK";"25";"Norrbotten";2011-01-01;2011-01-31
29;28;0,96551724137931;2011-02-07;2011-02-28;;"01";"Stockholms län";2011-02-01;
;;;2011-02-01;2011-02-08;"MSK";"03";"Uppsala län";2011-02-01;
;;;2011-02-04;2011-02-25;"MSK";"04";"Sörmland";2011-02-01;
;;;2011-02-02;2011-02-24;"MSK";"05";"Östergötland";2011-02-01;
;;;2011-02-03;2011-02-10;"MSK";"06";"Jönköpings län";2011-02-01;
;;;2011-02-04;2011-02-04;"MSK";"07";"Kronoberg";2011-02-01;
;;;2011-02-03;2011-02-24;"MSK";"08";"Kalmar län";2011-02-01;
;;;2011-02-07;2011-02-07;"MSK";"09";"Gotland";2011-02-01;
13;11;0,846153846153846;2011-02-01;2011-02-24;;"12";"Skåne";2011-02-01;
;;;2011-02-17;2011-02-17;"MSK";"13";"Halland";2011-02-01;
21;17;0,80952380952381;2011-02-02;2011-02-24;;"14";"Västra Götaland";2011-02-01;
;;;2011-02-04;2011-02-18;"MSK";"17";"Värmland";2011-02-01;
;;;2011-02-01;2011-02-18;"MSK";"18";"Örebro län";2011-02-01;
;;;2011-02-01;2011-02-24;"MSK";"19";"Västmanland";2011-02-01;
;;;2011-02-04;2011-02-08;"MSK";"20";"Dalarna";2011-02-01;
;;;2011-02-02;2011-02-25;"MSK";"21";"Gävleborg";2011-02-01;
;;;2011-02-09;2011-02-21;"MSK";"22";"Västernorrland";2011-02-01;
;;;2011-02-16;2011-02-16;"MSK";"23";"Jämtland";2011-02-01;
;;;2011-02-02;2011-02-23;"MSK";"24";"Västerbotten";2011-02-01;
;;;2011-02-02;2011-02-23;"MSK";"25";"Norrbotten";2011-02-01;
18;17;0,944444444444444;2011-03-02;2011-03-28;;"01";"Stockholms län";2011-03-01;2011-03-31
;;;2011-03-22;2011-03-29;"MSK";"03";"Uppsala län";2011-03-01;2011-03-31
;;;2011-03-04;2011-03-18;"MSK";"04";"Sörmland";2011-03-01;2011-03-31
;;;2011-03-03;2011-03-31;"MSK";"05";"Östergötland";2011-03-01;2011-03-31
;;;2011-03-02;2011-03-25;"MSK";"06";"Jönköpings län";2011-03-01;2011-03-31
;;;2011-03-01;2011-03-29;"MSK";"07";"Kronoberg";2011-03-01;2011-03-31
;;;2011-03-03;2011-03-17;"MSK";"08";"Kalmar län";2011-03-01;2011-03-31
;;;2011-03-28;2011-03-28;"MSK";"09";"Gotland";2011-03-01;2011-03-31
;;;2011-03-15;2011-03-15;"MSK";"10";"Blekinge";2011-03-01;2011-03-31
19;16;0,842105263157895;2011-03-01;2011-03-30;;"12";"Skåne";2011-03-01;2011-03-31
;;;2011-03-02;2011-03-22;"MSK";"13";"Halland";2011-03-01;2011-03-31
23;22;0,956521739130435;2011-03-01;2011-03-31;;"14";"Västra Götaland";2011-03-01;2011-03-31
;;;2011-03-04;2011-03-25;"MSK";"17";"Värmland";2011-03-01;2011-03-31
;;;2011-03-18;2011-03-25;"MSK";"18";"Örebro län";2011-03-01;2011-03-31
;;;2011-03-08;2011-03-08;"MSK";"19";"Västmanland";2011-03-01;2011-03-31
;;;2011-03-01;2011-03-04;"MSK";"20";"Dalarna";2011-03-01;2011-03-31
;;;2011-03-11;2011-03-24;"MSK";"21";"Gävleborg";2011-03-01;2011-03-31
;;;2011-03-02;2011-03-16;"MSK";"22";"Västernorrland";2011-03-01;2011-03-31
;;;2011-03-16;2011-03-16;"MSK";"23";"Jämtland";2011-03-01;2011-03-31
;;;2011-03-09;2011-03-30;"MSK";"24";"Västerbotten";2011-03-01;2011-03-31
;;;2011-03-03;2011-03-30;"MSK";"25";"Norrbotten";2011-03-01;2011-03-31
24;24;1;2011-04-04;2011-04-27;;"01";"Stockholms län";2011-04-01;2011-04-30
;;;2011-04-05;2011-04-26;"MSK";"03";"Uppsala län";2011-04-01;2011-04-30
;;;2011-04-27;2011-04-27;"MSK";"04";"Sörmland";2011-04-01;2011-04-30
;;;2011-04-07;2011-04-28;"MSK";"05";"Östergötland";2011-04-01;2011-04-30
;;;2011-04-10;2011-04-15;"MSK";"06";"Jönköpings län";2011-04-01;2011-04-30
;;;2011-04-20;2011-04-20;"MSK";"07";"Kronoberg";2011-04-01;2011-04-30
;;;2011-04-07;2011-04-28;"MSK";"08";"Kalmar län";2011-04-01;2011-04-30
;;;2011-04-19;2011-04-26;"MSK";"10";"Blekinge";2011-04-01;2011-04-30
22;18;0,818181818181818;2011-04-05;2011-04-27;;"12";"Skåne";2011-04-01;2011-04-30
;;;2011-04-05;2011-04-28;"MSK";"13";"Halland";2011-04-01;2011-04-30
18;14;0,777777777777778;2011-04-01;2011-04-28;;"14";"Västra Götaland";2011-04-01;2011-04-30
;;;2011-04-08;2011-04-29;"MSK";"17";"Värmland";2011-04-01;2011-04-30
;;;2011-04-01;2011-04-29;"MSK";"18";"Örebro län";2011-04-01;2011-04-30
;;;2011-04-12;2011-04-29;"MSK";"19";"Västmanland";2011-04-01;2011-04-30
;;;2011-04-05;2011-04-29;"MSK";"20";"Dalarna";2011-04-01;2011-04-30
;;;2011-04-14;2011-04-29;"MSK";"21";"Gävleborg";2011-04-01;2011-04-30
;;;2011-04-13;2011-04-27;"MSK";"22";"Västernorrland";2011-04-01;2011-04-30
;;;2011-04-07;2011-04-07;"MSK";"23";"Jämtland";2011-04-01;2011-04-30
;;;2011-04-13;2011-04-13;"MSK";"24";"Västerbotten";2011-04-01;2011-04-30
;;;2011-04-06;2011-04-21;"MSK";"25";"Norrbotten";2011-04-01;2011-04-30
23;22;0,956521739130435;2011-05-02;2011-05-30;;"01";"Stockholms län";2011-05-01;2011-05-31
;;;2011-05-03;2011-05-24;"MSK";"03";"Uppsala län";2011-05-01;2011-05-31
;;;2011-05-06;2011-05-06;"MSK";"04";"Sörmland";2011-05-01;2011-05-31
;;;2011-05-05;2011-05-26;"MSK";"05";"Östergötland";2011-05-01;2011-05-31
